Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Contract Valid Until,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
35,77,77,1211,1,2,1,2019,13,10,14,34,14,14,16,12,32,20,33,41,44,79,50,22,74,44,72,17,38,20,14,54,14,56,18,10,12,78,75,72,74,77
30,77,77,1736,2,3,2,2020,67,30,80,67,44,45,47,31,61,63,43,62,58,72,60,59,89,71,80,44,82,77,30,56,37,71,75,75,76,10,14,7,14,10
21,77,83,2002,2,4,3,2022,67,75,59,78,76,74,66,62,74,78,66,65,70,76,58,77,70,82,75,80,68,72,76,77,55,78,64,59,52,7,12,8,10,14
25,77,82,1783,1,3,3,2022,50,80,78,68,65,70,35,36,64,75,65,69,61,67,69,80,72,75,91,77,42,20,79,70,78,80,31,27,18,14,12,16,13,16
26,77,80,2011,1,3,4,2021,68,70,56,81,61,77,59,67,79,79,69,67,76,78,77,64,67,74,60,66,65,74,69,80,71,75,61,73,72,10,13,13,9,6
23,77,84,1949,1,3,4,2022,69,67,58,79,48,78,60,60,73,80,67,59,71,77,75,60,51,74,59,62,70,65,72,84,66,78,69,72,69,7,15,12,9,12
24,77,80,1796,2,4,4,"Jun 30, 2019",69,68,35,75,70,86,71,63,66,86,84,79,89,68,84,71,34,67,40,65,47,19,72,75,69,69,16,40,32,9,16,10,14,7
21,77,84,1806,1,5,3,2023,56,37,76,63,32,63,45,38,58,64,74,76,69,76,65,65,78,74,70,40,80,75,48,56,36,68,72,81,85,9,9,14,10,12
27,77,78,2003,1,4,3,2022,78,71,80,74,68,63,45,55,73,74,69,76,66,67,57,72,80,85,79,66,69,75,67,55,59,71,75,78,77,12,8,9,10,11
23,77,85,2007,1,2,4,2023,69,68,52,79,65,74,73,51,76,77,78,76,69,68,72,77,53,91,62,74,60,77,67,76,67,76,75,69,57,7,14,10,8,16
19,77,88,1708,1,3,2,2021,47,39,71,72,21,59,32,28,66,64,73,85,61,67,62,44,86,61,88,24,81,75,35,56,39,68,68,84,75,6,7,8,15,9
29,77,77,2141,2,2,2,2020,84,55,64,74,70,75,81,78,77,74,77,74,74,73,74,83,71,88,71,80,79,70,72,70,63,59,71,78,78,16,14,6,13,14
25,77,81,1208,1,2,1,2020,12,14,13,26,13,15,19,17,27,14,48,48,43,67,40,25,57,42,80,14,28,21,18,46,25,62,17,20,17,76,79,70,78,79
22,77,83,2082,1,4,4,2022,78,78,52,79,76,79,89,91,76,81,76,66,76,77,81,85,50,71,49,84,54,65,74,76,78,80,65,67,58,12,13,8,12,6
28,77,77,1810,2,3,3,"Jun 30, 2019",39,45,81,61,63,61,35,55,66,68,63,69,51,69,30,76,68,82,94,58,80,71,37,41,62,73,76,78,76,11,7,16,9,12
26,77,79,2040,1,3,3,2022,75,64,66,74,46,79,72,39,69,77,82,83,76,79,76,75,63,77,68,69,78,76,65,66,65,68,75,72,76,9,15,14,8,12
27,77,78,1811,1,3,3,2022,49,81,83,68,68,73,48,42,53,77,70,72,78,77,68,75,77,72,73,77,58,23,77,66,70,79,22,29,26,11,11,8,14,15
34,77,77,1592,2,3,2,"Jun 30, 2019",30,24,72,60,22,46,34,30,66,60,49,53,46,73,60,72,76,42,71,48,78,83,25,42,48,74,80,82,79,11,8,11,5,6
28,77,77,2074,3,3,4,"May 31, 2019",75,73,75,76,64,78,74,57,69,79,75,75,86,77,81,75,89,84,69,74,78,52,78,74,71,74,49,60,57,10,6,12,7,15
30,77,77,1740,3,3,3,2021,60,78,81,66,76,69,72,71,59,72,53,62,47,74,34,83,76,63,86,72,75,10,78,68,61,83,13,18,10,12,7,10,8,16
41,77,77,1168,2,3,1,,14,12,12,30,8,21,15,22,22,24,31,32,50,73,68,29,56,22,62,16,22,22,14,51,21,55,13,13,14,75,75,74,78,77
27,77,77,1888,2,2,3,2019,77,65,54,74,70,79,74,60,64,77,79,83,83,77,75,74,69,64,56,70,58,29,79,77,63,65,28,26,54,14,13,8,8,7
24,77,79,1962,1,3,3,2021,78,39,70,74,52,73,64,49,70,74,77,84,68,75,61,65,81,79,80,55,72,73,67,64,40,65,74,77,73,15,15,12,6,6
24,77,82,1931,2,4,4,2022,67,74,49,75,74,79,71,65,69,79,80,83,82,70,75,77,56,80,66,70,68,34,75,75,62,74,45,36,33,13,14,6,14,15
21,77,85,1831,1,3,3,2023,65,75,73,75,71,76,57,49,67,78,68,79,50,71,45,81,66,74,95,67,80,37,74,68,60,75,35,27,15,12,13,14,8,6
27,77,78,1773,2,4,3,2022,31,77,74,63,78,69,49,58,37,73,66,84,54,72,53,83,64,62,90,65,80,29,78,58,76,71,30,45,19,13,6,15,7,15
25,77,78,1951,2,2,3,"Jun 30, 2020",79,64,48,64,68,83,79,75,59,80,89,84,77,76,72,77,66,74,74,69,65,41,74,72,64,77,33,34,47,13,14,12,12,13
24,77,81,1902,1,4,3,2020,74,70,30,73,43,81,70,67,60,75,90,87,94,72,96,60,60,72,42,69,65,45,72,74,60,68,45,53,42,15,14,15,7,10
28,77,77,1949,1,3,3,2020,78,42,75,76,42,68,72,67,61,76,69,75,72,77,66,69,69,74,66,57,69,78,60,56,45,67,70,76,80,12,13,10,16,13
22,77,85,1940,1,3,3,2023,65,54,50,83,50,77,71,60,78,80,75,70,73,76,78,63,51,78,63,62,58,69,64,80,51,80,70,71,64,8,11,14,13,10
23,77,83,1956,1,3,3,2020,76,44,65,72,39,71,62,38,65,74,90,92,78,69,72,66,78,90,82,44,74,71,72,68,35,71,69,76,74,8,7,7,14,14
25,77,80,1971,2,3,2,2021,53,48,77,63,49,55,58,63,81,62,63,73,62,68,62,83,85,72,83,71,82,76,61,65,64,65,77,78,77,14,14,9,13,10
24,77,79,1909,1,3,5,2018,61,67,53,75,67,83,74,62,68,78,87,78,91,74,90,71,57,76,49,67,69,36,72,77,54,74,45,47,31,13,9,6,12,10
25,77,80,2055,1,3,3,2023,63,63,58,77,48,80,69,52,73,75,78,83,82,76,83,69,71,83,71,69,67,80,76,69,59,68,68,81,77,15,10,9,7,14
28,77,79,1710,1,2,2,2020,47,34,77,70,40,46,30,26,62,63,62,68,59,71,55,61,74,66,82,30,85,75,46,65,27,71,76,78,74,16,9,9,14,13
28,77,77,1966,2,4,4,2019,74,72,61,77,77,78,78,78,74,78,69,66,86,75,86,81,67,71,64,80,64,34,74,74,75,76,20,38,34,14,11,8,15,13
28,77,77,1999,2,4,4,2020,76,79,76,74,75,74,76,75,75,78,65,74,72,77,51,77,69,68,78,74,60,55,80,79,75,72,57,50,38,8,8,10,6,10
37,77,77,1860,2,3,3,2020,60,81,71,67,70,80,69,68,45,78,77,73,85,83,77,74,76,55,57,75,50,37,83,74,76,68,36,12,14,14,8,15,8,12
24,77,82,2032,1,2,3,2022,77,55,56,73,54,73,75,70,74,74,77,79,76,73,72,69,69,89,65,59,68,73,65,73,62,74,74,76,77,10,12,10,15,8
27,77,79,1706,1,3,2,2020,43,26,78,71,42,52,36,36,66,60,74,72,65,72,62,42,82,74,79,31,80,78,24,44,38,74,74,76,75,13,9,8,14,10
32,77,77,1204,3,3,1,2019,15,12,19,31,16,10,14,17,32,18,47,50,65,71,42,25,75,34,56,11,19,23,16,48,16,57,21,10,12,76,68,75,77,83
31,77,77,2136,2,4,3,2023,74,54,58,78,77,77,74,69,76,78,78,74,78,75,81,76,90,88,67,73,86,73,73,76,69,77,69,72,76,13,11,8,9,6
28,77,77,2078,2,4,3,2021,72,68,64,80,64,78,78,61,76,81,68,69,74,73,74,74,70,72,61,70,77,76,76,75,84,80,73,74,65,9,11,15,9,7
17,77,92,1849,1,4,5,2025,65,70,50,70,71,81,77,62,48,80,92,94,90,70,82,74,74,79,59,68,48,26,74,69,65,75,32,25,18,5,7,7,7,10
32,77,77,2087,2,4,4,2019,75,70,66,78,75,77,79,70,74,78,59,65,68,79,68,86,59,77,67,80,78,69,77,77,68,79,78,70,69,13,7,11,6,14
27,77,78,1561,1,3,2,2022,35,35,81,79,13,38,28,35,60,70,41,63,32,72,33,48,70,71,78,27,79,75,32,54,37,65,65,81,78,11,8,11,8,13
25,77,80,1971,2,4,3,2020,75,72,57,77,71,81,84,80,74,78,73,77,78,74,64,74,61,65,66,77,63,32,73,76,80,77,45,35,38,16,15,16,13,11
34,77,77,1279,2,3,1,2019,13,14,17,39,12,18,12,14,35,35,53,54,63,80,53,23,72,36,65,19,23,28,10,32,41,63,22,11,14,78,72,70,73,78
29,77,77,2016,2,2,2,2020,81,50,68,77,47,73,61,70,74,74,66,76,65,76,62,75,75,79,77,64,76,74,66,60,70,74,74,79,78,12,14,7,6,10
21,77,89,1916,1,3,4,2022,58,53,62,83,45,82,46,49,77,83,67,73,68,72,68,63,74,83,67,62,66,66,60,73,50,80,75,72,64,8,7,14,14,12
20,77,85,1954,1,3,3,"Jun 30, 2019",75,50,72,76,62,78,63,64,52,72,90,90,76,66,61,75,62,75,79,56,75,69,58,47,41,65,72,76,79,12,10,7,7,7
29,77,77,2051,1,3,2,2021,81,52,73,75,70,75,77,46,74,77,74,70,69,78,71,72,77,79,73,68,76,76,70,75,49,76,78,77,76,11,6,6,13,7
21,77,86,1638,2,3,2,2023,37,30,74,64,48,43,32,34,59,60,64,68,46,68,48,50,73,69,83,31,77,78,38,40,44,72,76,78,80,10,7,6,14,9
27,77,77,2063,2,3,3,2022,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,81,77,65,75,73,70,76,66,76,74,78,71,8,14,15,7,10
25,77,80,1838,1,2,3,2022,73,32,64,71,29,73,62,37,59,74,74,76,63,77,65,68,70,81,78,35,74,78,64,55,35,79,73,80,78,8,9,5,7,11
25,77,79,1847,1,3,3,2023,46,79,81,68,77,73,68,35,44,77,67,68,60,75,68,77,80,74,82,67,66,27,80,70,68,77,45,37,29,11,14,8,15,11
20,77,87,1932,2,3,3,2021,64,39,59,82,46,76,62,37,76,80,68,70,78,76,69,66,58,84,70,56,82,77,54,78,52,75,73,76,72,11,14,5,11,11
28,77,77,2044,2,3,3,2022,79,56,72,70,59,66,77,55,68,74,78,77,73,72,71,78,85,82,77,77,85,69,49,48,59,75,74,78,83,12,13,9,8,11
25,77,82,1193,1,2,1,2020,18,15,14,30,17,17,12,21,20,20,42,48,50,76,40,19,65,34,72,18,20,18,17,55,11,32,14,19,15,78,76,68,75,79
22,77,82,1859,1,4,4,2020,72,76,49,70,67,79,70,58,55,75,90,89,79,72,78,73,55,71,58,74,59,24,76,69,66,71,34,33,29,13,12,11,13,10
25,77,80,1929,2,4,3,2022,75,75,53,76,59,79,77,72,72,78,79,72,80,75,82,80,63,72,34,75,80,34,73,73,66,67,63,35,27,8,6,6,16,14
21,77,83,1851,1,4,3,"Jun 30, 2019",56,78,72,73,74,76,68,66,47,77,75,74,74,68,68,82,70,71,79,79,43,29,77,59,69,75,34,33,24,8,14,8,13,13
29,77,77,1937,2,3,3,2022,62,40,72,78,56,67,65,58,78,75,50,67,58,73,58,84,72,75,81,79,79,79,61,75,58,75,64,78,68,5,6,6,5,5
28,77,78,1156,1,2,1,2020,12,12,16,19,9,14,18,11,11,19,50,48,59,76,29,24,74,30,70,12,13,26,11,56,14,48,18,18,12,82,75,67,73,78
26,77,77,1960,1,3,4,"Jun 30, 2019",79,70,44,76,56,74,81,76,72,75,87,85,86,73,79,67,36,71,69,66,60,52,76,77,59,73,55,51,46,11,16,13,13,9
30,77,77,1854,2,4,4,2019,74,62,36,74,61,79,83,76,73,79,91,85,90,74,94,69,58,63,30,78,30,25,69,77,71,71,35,31,18,15,16,16,9,13
30,77,77,1950,1,3,3,2021,55,62,68,79,59,76,65,60,78,78,60,54,64,77,51,73,69,69,72,68,73,76,71,74,59,65,61,77,69,8,12,11,7,15
30,77,77,1754,2,2,2,2020,61,41,68,68,45,57,36,41,68,60,49,63,54,69,34,75,76,67,90,57,86,77,22,52,45,73,77,79,75,15,16,10,15,6
28,77,77,2017,1,4,3,2021,71,33,61,80,47,71,54,59,77,80,68,64,74,75,75,75,73,90,68,77,79,72,70,77,73,79,77,71,67,7,16,14,6,16
34,77,77,2093,2,4,4,2018,77,66,58,75,75,76,82,79,76,78,69,69,79,78,74,83,69,63,70,80,73,69,74,82,75,78,68,65,59,11,9,12,13,7
26,77,78,1862,2,3,5,2019,76,70,35,75,65,80,77,75,77,76,85,77,87,65,85,72,53,74,43,72,44,25,70,80,64,68,46,26,30,12,13,14,11,8
30,77,77,2073,1,4,4,2020,73,73,64,75,72,80,74,69,70,79,67,73,85,76,76,73,63,86,71,68,70,62,74,79,73,74,66,65,55,14,14,7,16,11
21,77,89,2031,2,3,3,2022,72,63,40,79,53,80,73,67,78,77,79,77,76,74,80,65,59,82,61,65,82,75,65,74,73,74,68,72,68,11,5,13,14,11
21,77,83,2131,1,3,4,2023,83,56,53,76,62,80,83,75,74,79,87,85,75,72,82,80,80,86,72,66,77,73,74,74,55,67,68,74,72,13,6,13,13,13
30,77,77,1650,1,2,2,2021,42,29,74,66,28,48,36,30,69,64,63,59,56,66,42,65,54,80,88,41,82,76,26,32,47,68,83,77,72,13,16,11,6,9
32,77,77,1904,2,4,4,2020,75,77,69,76,61,82,80,79,74,80,77,71,79,79,66,64,66,54,34,80,54,31,75,76,75,69,43,37,25,12,7,15,16,15
22,77,82,1855,2,3,3,2021,68,58,61,81,53,76,47,68,77,81,55,55,68,78,64,65,48,69,68,55,49,73,70,78,50,80,68,69,50,13,12,7,14,7
29,77,77,1930,2,3,3,2019,53,48,44,77,55,71,63,43,60,75,68,68,73,74,73,70,71,90,77,64,72,82,69,69,40,77,75,80,70,10,7,12,15,12
23,77,83,1716,1,3,2,2023,44,37,80,72,39,52,44,42,63,63,63,64,53,75,58,57,70,75,74,37,78,77,34,40,52,68,81,78,74,7,7,14,6,6
32,77,77,1715,1,3,2,2019,56,32,76,68,42,40,45,46,75,63,48,52,58,73,41,45,80,58,88,32,84,73,50,55,46,73,79,76,71,12,9,14,14,14
27,77,78,1846,2,3,2,2022,66,40,79,70,25,63,49,58,62,70,61,68,65,69,61,69,77,67,78,56,83,76,49,59,52,64,75,77,74,9,9,13,10,7
24,77,81,1910,2,3,3,2021,42,57,72,76,45,70,51,46,69,77,66,69,66,75,71,60,82,79,76,63,90,81,46,69,47,69,76,77,69,6,11,9,10,7
33,77,77,1965,1,4,3,2019,75,69,62,78,71,73,77,78,75,77,69,57,71,79,75,75,65,65,62,79,65,43,76,81,68,77,52,47,40,7,16,11,12,15
23,77,84,1965,1,3,4,2022,72,68,60,80,64,78,62,66,78,80,66,68,63,72,63,81,58,77,78,78,58,64,74,76,66,76,25,66,62,14,15,10,12,11
25,77,81,1972,2,3,3,2023,62,75,76,67,74,70,58,55,53,74,76,73,76,83,69,77,78,86,74,72,86,51,84,67,74,85,46,52,38,8,6,11,15,6
30,77,77,1827,2,3,3,2019,60,80,71,73,76,82,77,57,55,84,70,61,73,77,65,78,74,48,68,77,58,32,78,71,67,66,20,19,16,13,14,12,6,15
30,77,77,1711,1,3,2,2020,33,40,72,60,38,59,45,22,60,60,68,68,58,73,61,68,73,66,77,41,79,77,37,45,35,68,84,80,76,9,10,10,15,12
24,77,82,1902,2,3,3,2021,59,44,64,76,49,69,47,49,69,72,68,66,72,74,70,66,74,78,73,52,80,81,59,53,48,74,80,80,76,8,10,15,12,9
28,77,77,2037,2,3,3,2020,79,60,71,75,67,77,64,56,68,79,68,69,68,79,63,76,69,86,70,66,79,75,68,70,62,66,74,75,74,15,10,7,11,7
27,77,78,1992,2,4,4,2020,65,80,77,70,72,75,75,58,65,74,78,75,79,78,72,74,78,84,76,68,80,49,80,72,70,76,25,45,44,8,10,15,6,15
22,77,86,1868,2,2,4,2022,64,77,74,74,67,82,78,56,59,80,74,73,83,74,67,72,69,62,70,73,59,22,78,73,58,77,50,24,19,11,15,8,9,14
28,77,77,2049,2,4,4,2022,75,67,58,78,48,81,69,46,64,82,89,93,77,80,77,84,82,70,68,59,80,73,66,70,51,71,73,69,73,8,7,8,12,12
24,77,82,1974,1,4,3,2021,76,72,44,75,65,80,69,61,62,79,78,77,78,76,77,68,62,95,62,72,60,59,74,65,64,73,61,60,50,13,6,13,11,10
27,77,80,1660,1,4,2,2021,50,32,75,70,23,48,43,35,58,60,57,69,55,71,45,52,62,58,93,21,79,76,43,52,56,76,72,78,78,7,8,15,10,9
25,77,79,2029,2,3,3,2019,78,59,61,74,35,76,59,40,64,79,85,87,84,72,87,80,86,81,61,74,83,72,69,58,54,63,68,73,76,10,14,9,10,11
32,77,77,1910,1,3,5,2020,65,64,41,80,81,79,75,80,77,77,63,62,89,75,81,79,35,73,44,78,40,42,68,79,73,74,66,44,36,16,11,15,15,7
24,77,82,2067,2,4,4,2023,78,63,65,79,59,85,69,52,68,83,85,77,85,78,78,58,67,79,64,61,69,75,74,79,58,80,71,74,74,13,15,10,13,9
25,77,82,1998,1,3,3,2020,62,56,58,74,59,67,63,52,73,72,71,72,66,72,70,79,76,84,73,58,85,78,61,71,64,74,73,80,77,10,12,7,12,11
21,76,82,1782,1,3,3,2022,61,37,73,74,40,65,40,35,70,67,68,71,62,73,57,51,69,70,72,42,75,77,50,55,40,68,75,78,77,13,12,9,8,16
31,76,76,1209,1,3,1,2021,20,13,20,29,20,15,24,19,38,23,42,47,41,68,30,19,53,23,81,17,38,21,14,44,19,62,18,16,18,74,76,73,78,78
31,76,76,1964,1,5,4,2019,69,74,65,78,55,78,69,59,73,77,63,59,71,81,55,65,44,61,72,75,72,78,72,77,61,71,65,73,67,10,14,11,14,7
25,76,79,1834,1,3,3,2021,64,78,74,75,73,78,60,57,53,79,77,77,78,81,78,70,75,70,46,72,57,23,82,69,63,69,25,28,25,11,6,9,12,9
28,76,76,1984,2,2,3,2021,72,48,68,73,47,71,66,52,65,75,78,80,76,77,74,67,71,80,67,59,72,75,68,65,63,73,73,77,76,6,11,8,9,15
29,76,76,1576,2,2,2,2020,23,26,77,68,21,39,49,40,58,65,47,50,48,71,48,27,76,65,78,29,79,76,36,44,42,71,76,78,77,12,12,13,14,12
28,76,78,1076,1,2,1,2021,15,12,15,18,15,11,18,13,16,15,30,39,26,71,22,25,58,31,73,19,39,23,7,42,22,58,13,17,17,81,75,42,76,80
25,76,81,1792,1,3,3,2019,44,72,51,77,32,70,37,36,78,73,52,38,57,74,46,63,62,64,73,71,74,77,79,80,42,68,60,80,78,11,13,12,9,7
28,76,76,1834,1,3,3,2019,55,80,80,68,77,65,55,54,60,78,64,61,76,78,57,76,84,74,68,72,49,43,83,45,74,79,33,30,27,13,10,15,15,15
24,76,81,1926,1,3,3,2023,78,35,70,72,43,64,69,58,61,77,79,77,77,67,79,61,75,86,76,46,75,74,55,48,55,67,65,74,78,10,9,16,8,9
26,76,77,1932,1,4,3,2020,68,78,69,74,72,76,67,69,65,75,88,86,79,78,83,76,89,71,54,67,65,23,78,70,53,65,34,37,31,10,15,13,12,7
22,76,82,1893,1,3,3,"Jun 30, 2019",69,73,55,75,62,80,78,84,69,79,76,73,79,65,81,76,59,64,43,81,47,27,68,73,59,65,46,48,56,7,12,8,11,10
23,76,79,1911,2,3,4,"Jun 30, 2019",78,72,45,76,73,81,88,82,72,79,79,68,88,70,92,78,61,53,41,78,67,30,69,76,79,79,36,31,26,7,8,7,9,12
27,76,76,1890,1,4,4,2020,80,68,54,67,57,79,78,48,65,74,86,86,78,66,71,77,54,68,78,72,54,32,71,72,61,67,49,45,34,14,16,16,10,10
34,76,76,1243,1,2,1,2019,35,15,13,23,17,14,25,20,28,13,59,43,57,73,46,24,65,44,65,12,28,18,12,44,25,56,20,11,15,74,76,78,73,78
29,76,76,1095,1,2,1,2021,14,12,17,35,11,15,14,13,39,19,29,34,32,72,30,22,51,25,67,15,17,20,10,53,12,56,20,13,15,74,77,67,74,77
31,76,76,1914,2,4,3,2019,64,62,68,79,43,72,66,70,78,79,42,58,54,76,48,80,58,72,80,69,73,78,59,75,59,74,47,75,69,9,13,16,12,11
29,76,76,1767,2,4,3,2019,45,77,81,68,76,70,66,58,45,76,51,50,42,73,66,83,74,33,91,72,75,38,80,65,77,77,24,42,28,10,8,5,7,11
30,76,76,1898,3,4,3,2021,46,73,76,70,75,74,67,69,63,73,87,89,70,71,70,75,82,51,73,68,60,29,74,70,80,78,32,39,34,12,15,13,6,12
25,76,80,1774,3,3,2,2019,49,45,78,77,37,67,45,36,68,74,63,65,68,73,55,49,70,68,69,47,64,79,44,52,50,67,78,76,79,8,14,12,7,8
25,76,77,2033,2,3,4,2021,79,57,53,79,59,84,76,51,64,83,79,78,86,77,88,62,73,77,55,62,68,73,73,70,53,69,69,75,74,8,9,12,11,16
33,76,76,2042,2,3,3,2019,68,54,66,74,69,70,70,68,72,74,67,67,70,72,69,76,70,73,74,70,90,74,66,70,67,76,72,78,76,12,11,7,15,11
30,76,76,1488,2,3,2,2020,32,22,82,64,22,35,23,22,57,47,51,55,51,74,46,48,65,53,83,24,73,68,25,40,38,67,77,81,78,8,6,14,15,9
33,76,76,2048,2,4,4,2020,78,60,50,78,77,82,86,85,76,82,67,72,74,75,76,79,47,70,65,74,69,60,74,78,75,78,65,60,60,11,15,13,6,9
24,76,79,1719,1,3,3,2022,48,38,51,72,42,60,49,49,73,75,56,42,38,71,38,77,30,75,89,77,73,77,46,56,39,61,77,79,74,8,15,9,9,7
25,76,79,1798,2,4,4,2021,72,71,42,76,55,81,78,66,69,80,85,79,85,67,74,73,71,61,60,72,29,33,75,70,68,74,17,23,12,13,7,6,13,15
25,76,78,1835,1,3,3,"Jun 30, 2019",62,76,71,69,66,77,57,36,61,76,79,76,74,74,77,74,79,70,70,67,60,39,79,68,68,70,22,24,27,10,13,12,16,6
30,76,76,1193,1,3,1,2020,10,8,25,39,9,15,14,17,35,17,32,48,30,70,28,21,67,37,82,19,40,30,6,48,23,53,20,15,16,76,74,69,75,78
24,76,81,2035,1,3,4,2020,62,78,55,69,67,80,66,50,61,74,92,94,93,76,91,79,90,90,71,64,66,45,76,65,63,67,42,62,52,14,9,10,16,13
26,76,79,1600,2,4,2,2020,30,38,79,66,28,42,33,39,69,57,50,46,52,74,49,58,67,61,78,35,68,79,37,39,37,71,76,79,75,14,10,16,10,9
24,76,83,1180,1,3,1,2023,15,12,13,27,14,13,17,13,24,23,42,44,60,77,38,19,74,39,68,16,32,23,14,40,18,46,11,14,12,79,68,65,74,82
23,76,83,1759,1,3,2,2022,58,42,73,72,35,67,35,29,66,69,69,71,66,73,62,51,76,69,79,36,71,76,36,51,39,76,74,77,75,7,10,15,15,15
27,76,77,1977,2,3,3,2020,66,55,66,75,55,71,51,52,71,72,69,64,70,74,74,75,76,68,74,65,83,79,69,71,51,74,78,77,77,9,8,14,7,11
20,76,86,2058,1,3,3,2023,66,64,57,77,68,79,70,64,73,78,76,80,78,75,69,85,62,77,68,83,68,74,69,74,66,80,72,75,66,14,5,13,6,7
23,76,83,1981,1,5,3,2021,72,48,54,80,68,80,74,62,78,80,73,73,82,74,79,58,54,78,54,58,65,75,64,78,58,76,75,73,67,10,7,6,10,14
20,76,85,1920,1,4,3,2023,49,48,72,74,55,69,55,44,75,73,68,69,54,75,50,79,62,89,85,70,81,74,64,67,47,69,73,78,66,14,14,7,11,9
28,76,76,1946,1,4,3,2021,66,77,78,70,72,74,60,56,63,77,64,60,68,76,71,81,82,77,78,67,87,41,79,70,77,78,43,46,39,6,10,11,10,10
29,76,76,1830,1,3,3,2020,68,76,82,65,67,70,56,61,57,73,73,70,68,75,62,78,77,78,77,72,53,33,78,59,69,67,26,29,24,7,16,12,10,9
28,76,76,1594,1,2,2,2021,37,24,77,63,28,44,27,27,64,55,66,64,64,71,68,35,90,66,71,22,73,79,20,43,35,70,82,79,74,6,16,6,10,8
22,76,82,1908,1,4,3,2021,57,75,71,69,73,78,55,41,46,76,89,88,89,72,79,78,92,79,72,64,64,37,73,56,64,65,36,35,33,15,13,13,14,12
24,76,80,1971,1,3,3,2023,76,52,60,72,52,78,68,47,68,75,91,91,83,68,67,72,59,80,67,60,74,68,72,66,42,69,72,74,74,7,11,7,9,9
22,76,83,1866,1,3,4,2021,76,58,24,80,64,79,80,69,70,81,78,74,78,74,88,64,54,68,32,72,40,54,70,80,75,72,60,36,28,15,11,11,13,10
30,76,76,1973,2,4,4,2019,71,74,66,76,71,74,67,76,72,79,80,73,75,74,60,79,62,73,68,72,73,49,76,75,71,72,42,50,44,14,7,7,15,8
28,76,76,1967,2,3,3,2022,74,64,48,77,68,74,59,62,76,74,63,69,69,77,75,74,61,77,53,75,71,65,74,77,72,67,56,71,52,15,11,9,12,13
24,76,80,1808,1,5,3,2021,46,76,73,74,67,77,59,46,39,79,72,76,62,75,61,80,78,68,77,62,88,25,74,72,62,72,39,22,16,15,9,12,15,12
27,76,77,2058,1,4,3,2023,68,73,67,77,50,73,63,63,76,77,76,74,70,70,72,75,75,92,75,71,72,70,71,71,68,74,64,70,69,16,13,16,7,14
29,76,76,1940,2,3,3,2022,60,47,59,74,60,65,57,59,74,73,61,54,74,76,76,77,61,70,68,66,86,77,62,68,49,75,81,78,74,9,12,7,10,16
22,76,85,2028,2,3,4,"Jun 30, 2019",70,66,68,78,60,76,71,50,75,78,79,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15
21,76,81,1927,1,3,3,2023,77,61,74,72,55,67,65,43,70,77,81,80,63,71,62,62,64,77,74,61,55,74,71,59,38,65,70,77,78,7,7,7,14,14
29,76,76,1980,2,3,3,2021,71,48,71,69,54,69,63,62,64,72,72,72,74,76,70,66,78,76,68,58,77,75,65,54,60,72,78,79,77,9,10,15,13,15
30,76,76,1215,2,3,1,2023,11,18,18,29,7,16,11,14,41,22,49,48,58,79,28,38,75,33,79,17,38,12,9,42,15,64,19,12,11,77,69,68,74,78
31,76,76,2048,2,3,3,2021,74,55,63,84,66,70,83,82,76,75,63,51,75,74,94,84,74,84,67,77,80,75,64,72,66,73,70,72,68,2,2,2,2,2
28,76,76,1864,1,3,2,2021,59,77,84,68,70,65,61,46,60,76,50,55,50,76,60,80,89,73,84,71,80,42,78,70,79,75,42,38,29,13,14,9,9,7
29,76,76,1845,1,3,4,2020,76,71,59,67,65,78,73,71,58,76,86,84,83,74,77,75,63,74,53,67,46,31,72,74,71,74,23,25,21,7,14,11,6,14
23,76,84,1896,1,4,2,2020,71,29,72,67,37,61,65,55,63,72,78,88,78,70,71,61,86,77,77,32,76,76,64,52,45,68,72,79,78,13,8,10,5,8
31,76,76,1883,2,3,4,2020,71,74,43,71,65,80,76,56,68,80,79,76,78,77,84,70,70,65,50,68,55,53,75,71,60,78,52,37,28,9,8,14,12,8
26,76,77,2009,2,3,3,2022,78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75,12,13,12,9,11
22,76,82,2025,1,4,4,2023,76,66,55,77,73,75,78,76,81,74,66,68,73,67,70,80,65,79,65,78,66,70,75,76,68,71,65,59,57,11,14,6,8,8
24,76,81,1911,1,4,4,2021,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28,12,12,11,14,8
31,76,76,1698,1,4,3,2020,36,80,68,72,65,73,53,35,33,74,74,76,68,79,73,69,68,71,67,75,46,41,80,58,70,69,22,13,13,11,12,8,5,10
